property_type,region,area_m2,price_usd,state,lat,lon
apartment,South,80.0,31519.82,Santa Catarina,-26.985996,-48.636383
apartment,South,128.0,44653.08,Santa Catarina,-26.966631,-48.636383
apartment,South,127.0,68292.95,Santa Catarina,-26.966631,-48.636383
apartment,South,124.0,65666.29,Santa Catarina,-27.609997,-48.523403
apartment,South,107.0,57786.34,Santa Catarina,-26.985996,-48.636383
apartment,South,78.0,25718.11,Santa Catarina,-27.608465,-48.594082
apartment,South,133.0,60938.32,Santa Catarina,-26.985996,-48.636383
apartment,South,100.0,33621.14,Santa Catarina,-26.985996,-48.636383
apartment,South,115.0,44653.08,Santa Catarina,-27.589317,-48.546284
apartment,South,70.0,23639.87,Santa Catarina,-26.97504,-48.646408
apartment,South,131.0,63039.64,Santa Catarina,-26.985996,-48.636383
apartment,South,159.0,36664.25,Santa Catarina,-27.4303873,-48.4650691
apartment,South,120.0,39852.45,Santa Catarina,-26.985996,-48.636383
house,South,69.0,13921.25,Santa Catarina,-27.5777268,-48.6720913
apartment,South,130.0,39399.78,Santa Catarina,-26.985996,-48.636383
house,South,140.0,15940.98,Santa Catarina,-27.4825667,-48.4051735
apartment,South,123.0,52533.04,Santa Catarina,-26.985996,-48.636383
apartment,South,128.0,59362.33,Santa Catarina,-26.966631,-48.636383
apartment,South,120.0,47279.73,Santa Catarina,-26.985996,-48.636383
apartment,South,86.0,47822.94,Santa Catarina,-27.4438895924,-48.3785294211
apartment,South,73.0,27789.98,Santa Catarina,-27.681204,-48.493721
apartment,South,210.0,39399.78,Santa Catarina,-27.106749,-48.628864
apartment,South,74.0,24690.53,Santa Catarina,-26.910597,-48.670952
apartment,South,100.0,30994.49,Santa Catarina,-26.985996,-48.636383
apartment,South,129.0,24442.83,Santa Catarina,-27.1295173,-48.600983
apartment,South,193.0,64135.87,Santa Catarina,-27.106749,-48.628864
apartment,South,90.0,28893.17,Santa Catarina,-26.985996,-48.636383
apartment,South,90.0,17800.76,Santa Catarina,-27.106749,-48.628864
apartment,South,70.0,22317.37,Santa Catarina,-27.106749,-48.628864
apartment,South,129.0,48645.59,Santa Catarina,-26.985996,-48.636383
apartment,South,137.0,47489.86,Santa Catarina,-26.972862,-48.637276
apartment,South,126.0,30287.86,Santa Catarina,-27.1357182687,-48.6014378032
apartment,South,228.0,28893.17,Santa Catarina,-27.106749,-48.628864
apartment,South,63.0,13133.26,Santa Catarina,-27.007624,-48.653748
apartment,South,68.0,19962.55,Santa Catarina,-26.985996,-48.636383
house,South,112.0,23639.87,Santa Catarina,-26.928535,-48.6371
apartment,South,120.0,40029.65,Santa Catarina,-26.985996,-48.636383
house,South,170.0,17073.24,Santa Catarina,-28.831429,-49.235195
house,South,169.0,58450.26,Santa Catarina,-26.7566803287,-48.6764366171
apartment,South,120.0,37823.78,Santa Catarina,-26.985996,-48.636383
apartment,South,99.0,13670.41,Santa Catarina,-28.672129,-49.378891
apartment,South,112.0,12607.93,Santa Catarina,-27.594431,-48.555691
apartment,South,128.0,34146.47,Santa Catarina,-27.580835,-48.58271
apartment,South,118.0,32570.48,Santa Catarina,-27.445972,-48.403809
apartment,South,118.0,44653.08,Santa Catarina,-26.985996,-48.636383
apartment,South,133.0,60412.99,Santa Catarina,-26.985996,-48.636383
apartment,South,61.0,24165.2,Santa Catarina,-26.903387,-48.676495
apartment,South,58.0,15234.58,Santa Catarina,-26.966631,-48.636383
apartment,South,78.0,20750.55,Santa Catarina,-27.018064,-48.583778
house,South,160.0,34146.47,Santa Catarina,-26.97504,-48.646408
apartment,South,200.0,85018.56,Santa Catarina,-27.0970255714,-48.6151503873
house,South,100.0,31519.82,Santa Catarina,-26.99773,-48.64259
apartment,South,66.0,14825.11,Santa Catarina,-27.643709,-48.676495
house,South,246.0,63232.55,Santa Catarina,-27.971430141,-48.6324469849
apartment,South,84.0,19437.22,Santa Catarina,-27.160427,-48.50872
apartment,South,105.0,14709.25,Santa Catarina,-27.445972,-48.403809
apartment,South,160.0,19437.22,Santa Catarina,-27.4291655,-48.4040005
apartment,South,61.0,18859.36,Santa Catarina,-26.903387,-48.676495
apartment,South,88.0,29195.23,Santa Catarina,-26.985996,-48.636383
house,South,200.0,42026.43,Santa Catarina,-27.018064,-48.583778
apartment,South,81.0,18386.56,Santa Catarina,-27.445972,-48.403809
apartment,South,83.0,37195.62,Santa Catarina,-27.4270880796,-48.4522549402
apartment,South,157.0,73388.65,Santa Catarina,-27.579428,-48.510498
house,South,110.0,14346.88,Santa Catarina,-27.1633175371,-48.5418611414
apartment,South,110.0,40975.77,Santa Catarina,-26.985996,-48.636383
house,South,65.0,18438.4,Santa Catarina,-26.83546,-48.63516
apartment,South,158.0,79223.44,Santa Catarina,-26.985996,-48.636383
house,South,150.0,23639.87,Santa Catarina,-27.064003,-48.699066
apartment,South,123.0,67189.75,Santa Catarina,-26.985996,-48.636383
apartment,South,89.0,25741.19,Santa Catarina,-27.588392,-48.523251
apartment,South,117.0,55159.69,Santa Catarina,-26.985996,-48.636383
apartment,South,181.0,72758.25,Santa Catarina,-26.913816,-48.654781
apartment,South,147.0,78799.55,Santa Catarina,-26.985996,-48.636383
apartment,South,144.0,39399.78,Santa Catarina,-26.985996,-48.636383
house,South,220.0,52533.04,Santa Catarina,-26.97504,-48.646408
house,South,115.0,39399.78,Santa Catarina,-27.106749,-48.628864
apartment,South,113.0,49906.38,Santa Catarina,-26.985996,-48.636383
apartment,South,66.0,16810.57,Santa Catarina,-27.569828,-48.621784
house,South,132.0,37823.78,Santa Catarina,-26.985996,-48.636383
apartment,South,167.0,34146.47,Santa Catarina,-26.966631,-48.636383
apartment,South,99.0,25517.26,Santa Catarina,-27.4440673125,-48.3768820538
apartment,South,80.0,21801.21,Santa Catarina,-27.748068,-48.627838
house,South,230.0,34146.47,Santa Catarina,-27.018064,-48.583778
apartment,South,140.0,71444.93,Santa Catarina,-26.985996,-48.636383
apartment,South,160.0,78799.55,Santa Catarina,-26.985996,-48.636383
apartment,South,135.0,57786.34,Santa Catarina,-26.966631,-48.636383
apartment,South,80.0,14971.91,Santa Catarina,-27.6265575,-48.6868736
apartment,South,151.0,53083.46,Santa Catarina,-27.106749,-48.628864
apartment,South,160.0,84052.86,Santa Catarina,-26.985996,-48.636383
apartment,South,111.0,34146.47,Santa Catarina,-26.985996,-48.636383
apartment,South,184.0,62514.31,Santa Catarina,-26.985996,-48.636383
apartment,South,88.0,31519.82,Santa Catarina,-26.985996,-48.636383
house,South,240.0,13284.15,Santa Catarina,-26.079933,-48.658939
apartment,South,120.0,49118.39,Santa Catarina,-26.985996,-48.636383
apartment,South,61.0,13133.26,Santa Catarina,-26.690428,-48.739223
apartment,South,218.0,61107.09,Santa Catarina,-27.106749,-48.628864
apartment,South,130.0,64090.3,Santa Catarina,-26.985996,-48.636383
apartment,South,163.0,32570.48,Santa Catarina,-26.985996,-48.636383
apartment,South,132.0,85103.52,Santa Catarina,-26.985996,-48.636383
apartment,South,127.0,84052.86,Santa Catarina,-26.966631,-48.636383
apartment,South,101.0,19509.09,Santa Catarina,-27.508335,-48.648739
apartment,South,115.0,72495.59,Santa Catarina,-26.985996,-48.636383
apartment,South,240.0,42026.43,Santa Catarina,-27.106749,-48.628864
house,South,142.0,31519.82,Santa Catarina,-27.00939,-48.63316
apartment,South,80.0,19237.26,Santa Catarina,-27.064003,-48.699066
house,South,250.0,53846.36,Santa Catarina,-27.064003,-48.699066
house,South,178.0,15132.03,Santa Catarina,-28.831429,-49.235195
apartment,South,135.0,57786.34,Santa Catarina,-26.966631,-48.636383
apartment,South,94.0,20892.54,Santa Catarina,-28.777613,-49.263866
apartment,South,138.0,57523.67,Santa Catarina,-26.985996,-48.636383
apartment,South,100.0,42026.43,Santa Catarina,-26.985996,-48.636383
house,South,120.0,15234.58,Santa Catarina,-27.445972,-48.403809
apartment,South,128.0,43539.38,Santa Catarina,-27.106749,-48.628864
apartment,South,142.0,35548.38,Santa Catarina,-27.106749,-48.628864
apartment,South,85.0,16810.57,Santa Catarina,-27.599836,-48.508213
apartment,South,70.0,25215.86,Santa Catarina,-27.5896164,-48.4949521
house,South,84.0,14709.25,Santa Catarina,-27.448656,-48.409145
apartment,South,103.0,32334.87,Santa Catarina,-27.445972,-48.403809
house,South,200.0,37089.34,Santa Catarina,-27.106749,-48.628864
apartment,South,70.0,14346.88,Santa Catarina,-27.1175275373,-48.6097593675
apartment,South,55.0,16163.78,Santa Catarina,-26.929674,-48.641396
house,South,106.0,13133.26,Santa Catarina,-27.445972,-48.403809
apartment,South,108.0,41238.43,Santa Catarina,-26.946136,-48.630657
apartment,South,159.0,64037.77,Santa Catarina,-26.946136,-48.630657
apartment,South,79.0,72232.92,Santa Catarina,-27.588776,-48.551689
apartment,South,78.0,19962.55,Santa Catarina,-26.985996,-48.636383
house,South,200.0,57786.34,Santa Catarina,-26.966631,-48.636383
apartment,South,184.0,56473.01,Santa Catarina,-26.929674,-48.641396
apartment,South,78.0,18911.89,Santa Catarina,-27.748068,-48.627838
apartment,South,85.0,26266.52,Santa Catarina,-26.985996,-48.636383
apartment,South,190.0,45538.06,Santa Catarina,-27.106749,-48.628864
apartment,South,138.0,34007.42,Santa Catarina,-27.4276989,-48.4713939
house,South,189.0,21201.5,Santa Catarina,-29.181389,-49.62991
apartment,South,99.0,34146.47,Santa Catarina,-27.603075,-48.587536
apartment,South,106.0,50281.84,Santa Catarina,-27.57527,-48.538242
apartment,South,73.0,18332.13,Santa Catarina,-27.1522479,-48.5770107
apartment,South,128.0,52605.23,Santa Catarina,-26.966631,-48.636383
apartment,South,190.0,53870.21,Santa Catarina,-26.985996,-48.636383
apartment,South,89.0,14446.58,Santa Catarina,-27.1449352,-48.5046801
apartment,South,128.0,38349.12,Santa Catarina,-26.985996,-48.636383
apartment,South,151.0,39399.78,Santa Catarina,-27.1285523,-48.6050694
apartment,South,67.0,15234.58,Santa Catarina,-26.687363,-50.147205
apartment,South,140.0,57786.34,Santa Catarina,-26.966631,-48.636383
apartment,South,73.0,15444.71,Santa Catarina,-26.915073,-48.671455
apartment,South,113.0,49007.23,Santa Catarina,-27.4460331,-48.4862242
apartment,South,131.0,70919.6,Santa Catarina,-26.985996,-48.636383
apartment,South,86.0,20435.35,Santa Catarina,-26.985996,-48.636383
house,South,150.0,14709.25,Santa Catarina,-27.4398692,-48.4832554
apartment,South,79.0,32570.48,Santa Catarina,-27.581123,-48.542324
apartment,South,117.0,24165.2,Santa Catarina,-27.748068,-48.627838
apartment,South,133.0,60938.32,Santa Catarina,-26.985996,-48.636383
apartment,South,75.0,18332.13,Santa Catarina,-27.4436293261,-48.3792853131
apartment,South,138.0,73546.25,Santa Catarina,-26.985996,-48.636383
apartment,South,102.0,50641.16,Santa Catarina,-26.985996,-48.636383
apartment,South,76.0,26266.52,Santa Catarina,-26.985996,-48.636383
apartment,South,130.0,70919.6,Santa Catarina,-26.985996,-48.636383
apartment,South,124.0,52605.23,Santa Catarina,-27.1308888,-48.6092679
apartment,South,90.0,22589.2,Santa Catarina,-26.921085,-48.651772
apartment,South,128.0,37355.03,Santa Catarina,-27.106749,-48.628864
apartment,South,83.0,39399.78,Santa Catarina,-26.910597,-48.670952
apartment,South,99.0,25478.52,Santa Catarina,-27.445972,-48.403809
apartment,South,77.0,21762.7,Santa Catarina,-26.923573,-48.651501
apartment,South,128.0,62514.31,Santa Catarina,-26.966631,-48.636383
apartment,South,160.0,44900.42,Santa Catarina,-27.106749,-48.628864
apartment,South,140.0,50479.77,Santa Catarina,-27.106749,-48.628864
apartment,South,84.0,29418.5,Santa Catarina,-27.603075,-48.587536
apartment,South,92.0,39427.35,Santa Catarina,-27.59082,-48.5582777
house,South,159.0,17481.94,Santa Catarina,-29.181389,-49.62991
apartment,South,147.0,55685.02,Santa Catarina,-26.985996,-48.636383
house,South,105.0,30731.83,Santa Catarina,-27.445972,-48.403809
apartment,South,130.0,23911.47,Santa Catarina,-27.106749,-48.628864
apartment,South,66.0,21288.85,Santa Catarina,-26.903387,-48.676495
apartment,South,114.0,25741.19,Santa Catarina,-27.106749,-48.628864
apartment,South,164.0,67767.62,Santa Catarina,-26.921036,-48.653305
apartment,South,101.0,37298.46,Santa Catarina,-26.985996,-48.636383
apartment,South,118.0,61988.98,Santa Catarina,-26.966631,-48.636383
apartment,South,133.0,60938.32,Santa Catarina,-26.985996,-48.636383
apartment,South,98.0,30994.49,Santa Catarina,-26.985996,-48.636383
house,South,200.0,39399.78,Santa Catarina,-27.018064,-48.583778
apartment,South,91.0,34146.47,Santa Catarina,-26.985996,-48.636383
apartment,South,65.0,16810.57,Santa Catarina,-26.9987368,-48.6313699
apartment,South,105.0,12896.65,Santa Catarina,-28.660141,-49.380547
apartment,South,68.0,12954.7,Santa Catarina,-26.80398,-48.648914
apartment,South,124.0,60412.99,Santa Catarina,-26.985996,-48.636383
apartment,South,138.0,78274.22,Santa Catarina,-26.966631,-48.636383
apartment,South,167.0,57786.34,Santa Catarina,-26.921036,-48.653305
apartment,South,117.0,70919.6,Santa Catarina,-26.985996,-48.636383
apartment,South,59.0,20892.54,Santa Catarina,-26.929674,-48.641396
house,South,110.0,17535.08,Santa Catarina,-26.80398,-48.648914
apartment,South,200.0,51482.37,Santa Catarina,-26.985996,-48.636383
apartment,South,116.0,55264.75,Santa Catarina,-26.929674,-48.641396
apartment,South,145.0,13932.41,Santa Catarina,-27.122061,-48.937916
apartment,South,147.0,36345.43,Santa Catarina,-27.106749,-48.628864
house,South,142.0,35722.46,Santa Catarina,-27.0069752,-48.6326403
apartment,South,72.0,25505.57,Santa Catarina,-26.9756613615,-48.6439204881
house,South,240.0,42026.43,Santa Catarina,-27.630476,-48.685383
apartment,South,100.0,43572.01,Santa Catarina,-26.909163422,-48.6570356693
apartment,South,67.0,20418.22,Santa Catarina,-26.912647,-48.666115
apartment,South,122.0,47227.2,Santa Catarina,-26.966631,-48.636383
apartment,South,72.0,16100.39,Santa Catarina,-27.767431,-48.631371
apartment,South,120.0,20487.88,Santa Catarina,-26.912107,-48.673893
apartment,South,154.0,70919.6,Santa Catarina,-26.985996,-48.636383
apartment,South,163.0,42026.43,Santa Catarina,-26.985996,-48.636383
apartment,South,135.0,72653.19,Santa Catarina,-26.985996,-48.636383
apartment,South,100.0,37035.79,Santa Catarina,-26.985996,-48.636383
apartment,South,122.0,39399.78,Santa Catarina,-26.985996,-48.636383
house,South,211.0,43602.42,Santa Catarina,-26.985996,-48.636383
apartment,South,97.0,40975.77,Santa Catarina,-26.985996,-48.636383
house,South,250.0,23639.87,Santa Catarina,-27.445972,-48.403809
house,South,116.0,15497.25,Santa Catarina,-27.03386,-48.65389
apartment,South,109.0,18863.49,Santa Catarina,-27.176991,-48.608822
apartment,South,130.0,65140.96,Santa Catarina,-26.966631,-48.636383
house,South,106.0,17335.9,Santa Catarina,-26.80398,-48.648914
house,South,115.0,21148.37,Santa Catarina,-26.915762,-48.678375
house,South,200.0,25215.86,Santa Catarina,-26.879959,-48.644653
apartment,South,129.0,61107.09,Santa Catarina,-26.97504,-48.646408
apartment,South,100.0,33883.81,Santa Catarina,-26.985996,-48.636383
apartment,South,93.0,27579.84,Santa Catarina,-27.748068,-48.627838
apartment,South,70.0,13658.59,Santa Catarina,-27.064003,-48.699066
apartment,South,115.0,44653.08,Santa Catarina,-26.985996,-48.636383
apartment,South,131.0,86679.51,Santa Catarina,-26.985996,-48.636383
house,South,200.0,37561.12,Santa Catarina,-26.966631,-48.636383
apartment,South,129.0,57261.01,Santa Catarina,-26.985996,-48.636383
apartment,South,75.0,21013.21,Santa Catarina,-26.985996,-48.636383
house,South,82.0,13549.83,Santa Catarina,-27.4825667,-48.4051735
apartment,South,137.0,71182.26,Santa Catarina,-26.985996,-48.636383
apartment,South,190.0,34538.79,Santa Catarina,-27.1294154099,-48.6011437502
apartment,South,174.0,60412.99,Santa Catarina,-26.985996,-48.636383
house,South,150.0,32990.75,Santa Catarina,-27.445972,-48.403809
apartment,South,139.0,68292.95,Santa Catarina,-26.985996,-48.636383
apartment,South,62.0,21527.99,Santa Catarina,-26.97504,-48.646408
apartment,South,148.0,41034.74,Santa Catarina,-27.767431,-48.631371
apartment,South,63.0,17598.57,Santa Catarina,-26.97504,-48.646408
apartment,South,130.0,78799.55,Santa Catarina,-26.985996,-48.636383
apartment,South,205.0,83527.53,Santa Catarina,-26.985996,-48.636383
apartment,South,171.0,60412.99,Santa Catarina,-26.985996,-48.636383
apartment,South,179.0,44895.11,Santa Catarina,-27.106749,-48.628864
apartment,South,160.0,78274.22,Santa Catarina,-27.591753,-48.553101
apartment,South,160.0,36986.72,Santa Catarina,-27.6332409,-48.6558763
apartment,South,130.0,60412.99,Santa Catarina,-26.985996,-48.636383
apartment,South,145.0,76172.9,Santa Catarina,-26.985996,-48.636383
apartment,South,66.0,23645.78,Santa Catarina,-26.9196729,-48.652509
apartment,South,89.0,23639.87,Santa Catarina,-27.594992,-48.620056
apartment,South,84.0,24953.19,Santa Catarina,-27.160427,-48.50872
apartment,South,71.0,15092.74,Santa Catarina,-27.064003,-48.699066
apartment,South,130.0,66086.56,Santa Catarina,-26.985996,-48.636383
apartment,South,70.0,25215.86,Santa Catarina,-26.929674,-48.641396
apartment,South,249.0,73338.9,Santa Catarina,-27.579428,-48.510498
house,South,180.0,39399.78,Santa Catarina,-26.923552,-48.651421
apartment,South,97.0,20191.91,Santa Catarina,-27.1399946,-48.5922073
apartment,South,80.0,23639.87,Santa Catarina,-26.985996,-48.636383
house,South,110.0,17003.71,Santa Catarina,-28.1387358909,-48.6702274801
apartment,South,65.0,15759.91,Santa Catarina,-27.611835,-48.630733
apartment,South,64.0,12810.65,Santa Catarina,-28.6816881,-49.3603351
house,South,152.0,18597.81,Santa Catarina,-27.453538,-48.4082271
house,South,167.0,32570.48,Santa Catarina,-27.432299,-48.422832
apartment,South,66.0,24848.13,Santa Catarina,-26.903387,-48.676495
apartment,South,94.0,17556.38,Santa Catarina,-27.445972,-48.403809
house,South,80.0,13395.92,Santa Catarina,-27.03637,-48.6683
apartment,South,81.0,19129.17,Santa Catarina,-27.606277,-48.638115
apartment,South,98.0,39925.11,Santa Catarina,-26.929674,-48.641396
house,South,90.0,16810.57,Santa Catarina,-26.924547,-48.681507
apartment,South,123.0,35197.13,Santa Catarina,-27.106749,-48.628864
house,South,88.0,13762.38,Santa Catarina,-26.7537574018,-48.6795628232
house,South,100.0,37195.62,Santa Catarina,-28.1554214224,-48.6578587614
apartment,South,147.0,60412.99,Santa Catarina,-26.985996,-48.636383
apartment,South,130.0,63827.64,Santa Catarina,-26.985996,-48.636383
apartment,South,126.0,32570.48,Santa Catarina,-26.97504,-48.646408
apartment,South,85.0,22583.05,Santa Catarina,-27.1355416377,-48.6069128704
house,South,170.0,26266.52,Santa Catarina,-27.1192,-48.61197
apartment,South,65.0,15497.25,Santa Catarina,-27.001553,-48.654495
apartment,South,98.0,40077.62,Santa Catarina,-26.985996,-48.636383
house,South,171.0,39399.78,Santa Catarina,-26.966631,-48.636383
apartment,South,88.0,31624.89,Santa Catarina,-26.921036,-48.653305
apartment,South,97.0,38506.71,Santa Catarina,-27.577093,-48.528503
apartment,South,120.0,13284.15,Santa Catarina,-27.4334611,-48.3962901
house,South,200.0,34146.47,Santa Catarina,-27.445972,-48.403809
apartment,South,108.0,57121.84,Santa Catarina,-26.9457292,-48.6304811
apartment,South,66.0,24485.65,Santa Catarina,-26.929674,-48.641396
apartment,South,80.0,17889.49,Santa Catarina,-28.683505,-49.3495587
apartment,South,150.0,22589.2,Santa Catarina,-27.42493,-48.405923
house,South,77.0,14183.92,Santa Catarina,-27.02684,-48.66923
apartment,South,62.0,14709.25,Santa Catarina,-26.985996,-48.636383
apartment,South,60.0,24690.53,Santa Catarina,-26.985996,-48.636383
apartment,South,77.0,17269.39,Santa Catarina,-27.4244664,-48.4009035
apartment,South,117.0,57786.34,Santa Catarina,-26.966631,-48.636383
apartment,South,121.0,33568.61,Santa Catarina,-27.064003,-48.699066
apartment,South,83.0,13921.25,Santa Catarina,-28.6894332,-49.3656987
apartment,South,159.0,77366.88,Santa Catarina,-27.4287621,-48.4598333
apartment,South,114.0,40975.77,Santa Catarina,-26.985996,-48.636383
apartment,South,130.0,44802.38,Santa Catarina,-26.985996,-48.636383
apartment,South,137.0,29225.13,Santa Catarina,-29.3264994084,-49.7271300376
apartment,South,131.0,52605.23,Santa Catarina,-26.985996,-48.636383
house,South,103.0,37561.12,Santa Catarina,-26.966631,-48.636383
apartment,South,59.0,12870.59,Santa Catarina,-27.024239,-48.658772
apartment,South,91.0,33210.37,Santa Catarina,-27.6036714,-48.4978954
apartment,South,140.0,39852.45,Santa Catarina,-27.1276876948,-48.6060758659
apartment,South,120.0,49906.38,Santa Catarina,-26.985996,-48.636383
house,South,103.0,16897.44,Santa Catarina,-26.7721393,-48.6690257
apartment,South,130.0,73546.25,Santa Catarina,-26.966631,-48.636383
apartment,South,63.0,18857.52,Santa Catarina,-27.594744,-48.541233
apartment,South,68.0,18055.29,Santa Catarina,-27.589666,-48.597107
apartment,South,69.0,20750.55,Santa Catarina,-26.97504,-48.646408
apartment,South,173.0,59887.66,Santa Catarina,-26.985996,-48.636383
apartment,South,83.0,28893.17,Santa Catarina,-26.985996,-48.636383
apartment,South,105.0,59782.59,Santa Catarina,-26.985996,-48.636383
apartment,South,143.0,68723.72,Santa Catarina,-26.985996,-48.636383
apartment,South,137.0,63039.64,Santa Catarina,-26.966631,-48.636383
apartment,South,74.0,17073.24,Santa Catarina,-27.604847,-48.529953
apartment,South,74.0,22589.2,Santa Catarina,-26.985996,-48.636383
apartment,South,187.0,58450.26,Santa Catarina,-27.0005390942,-48.6261848667
apartment,South,130.0,49906.38,Santa Catarina,-26.985996,-48.636383
apartment,South,85.0,36773.12,Santa Catarina,-26.985996,-48.636383
apartment,South,251.0,85977.67,Santa Catarina,-28.6731718,-49.3607948
apartment,South,120.0,73020.92,Santa Catarina,-26.985996,-48.636383
apartment,South,130.0,69343.61,Santa Catarina,-26.985996,-48.636383
house,South,234.0,19129.17,Santa Catarina,-27.4488158,-48.4088952
apartment,South,66.0,22063.87,Santa Catarina,-26.903387,-48.676495
house,South,245.0,40713.1,Santa Catarina,-26.985996,-48.636383
apartment,South,112.0,37823.78,Santa Catarina,-26.985996,-48.636383
apartment,South,138.0,49906.38,Santa Catarina,-26.985996,-48.636383
apartment,South,200.0,42026.43,Santa Catarina,-26.985996,-48.636383
apartment,South,236.0,58359.07,Santa Catarina,-27.4438197552,-48.3780836835
apartment,South,70.0,22063.87,Santa Catarina,-26.985996,-48.636383
apartment,South,118.0,63039.64,Santa Catarina,-26.966631,-48.636383
apartment,South,78.0,23902.53,Santa Catarina,-27.5849202,-48.5246227
apartment,South,170.0,48330.39,Santa Catarina,-27.748068,-48.627838
apartment,South,180.0,45703.74,Santa Catarina,-26.985996,-48.636383
house,South,210.0,20487.88,Santa Catarina,-27.4483027,-48.3963575
house,South,80.0,16810.57,Santa Catarina,-27.032719,-48.665771
apartment,South,170.0,46760.21,Santa Catarina,-27.106749,-48.628864
apartment,South,158.0,80807.89,Santa Catarina,-26.985996,-48.636383
apartment,South,120.0,44653.08,Santa Catarina,-26.985996,-48.636383
apartment,South,115.0,15486.32,Santa Catarina,-28.68364,-49.382748
apartment,South,155.0,73020.92,Santa Catarina,-26.946335,-48.629368
apartment,South,119.0,44337.88,Santa Catarina,-26.985996,-48.636383
apartment,South,90.0,39399.78,Santa Catarina,-27.574804,-48.537231
house,South,155.0,13815.51,Santa Catarina,-27.4825667,-48.4051735
apartment,South,131.0,52007.71,Santa Catarina,-26.985996,-48.636383
apartment,South,136.0,68292.95,Santa Catarina,-26.985996,-48.636383
house,South,110.0,23639.87,Santa Catarina,-26.97504,-48.646408
apartment,South,65.0,32570.48,Santa Catarina,-26.985996,-48.636383
apartment,South,100.0,34538.79,Santa Catarina,-27.106749,-48.628864
apartment,South,106.0,44653.08,Santa Catarina,-26.985996,-48.636383
apartment,South,68.0,16472.34,Santa Catarina,-27.4322575,-48.4582115
apartment,South,84.0,38787.85,Santa Catarina,-27.4287621,-48.4598333
house,South,237.0,36773.12,Santa Catarina,-26.97504,-48.646408
apartment,South,130.0,44653.08,Santa Catarina,-26.966631,-48.636383
apartment,South,128.0,31257.15,Santa Catarina,-27.445972,-48.403809
apartment,South,144.0,47287.72,Santa Catarina,-27.594744,-48.541233
apartment,South,84.0,20225.22,Santa Catarina,-27.748068,-48.627838
apartment,South,66.0,20779.28,Santa Catarina,-26.903387,-48.676495
apartment,South,109.0,13068.59,Santa Catarina,-28.660141,-49.380547
apartment,South,78.0,14446.58,Santa Catarina,-27.8154629,-50.326356
house,South,220.0,39852.45,Santa Catarina,-27.5866865,-48.4612528
apartment,South,100.0,29225.13,Santa Catarina,-27.4243289075,-48.4057893143
apartment,South,101.0,35722.46,Santa Catarina,-26.985996,-48.636383
apartment,South,114.0,35722.46,Santa Catarina,-27.018064,-48.583778
apartment,South,117.0,67767.62,Santa Catarina,-26.985996,-48.636383
apartment,South,212.0,62514.31,Santa Catarina,-26.985996,-48.636383
apartment,South,100.0,52007.71,Santa Catarina,-26.985996,-48.636383
apartment,South,212.0,52007.71,Santa Catarina,-26.985996,-48.636383
apartment,South,80.0,19437.22,Santa Catarina,-27.580896,-48.596298
apartment,South,183.0,79324.88,Santa Catarina,-26.985996,-48.636383
house,South,85.0,13658.59,Santa Catarina,-27.445972,-48.403809
apartment,South,170.0,39852.45,Santa Catarina,-27.106749,-48.628864
house,South,96.0,19699.89,Santa Catarina,-26.913862,-48.678524
apartment,South,84.0,15389.97,Santa Catarina,-28.6873469,-49.379357
apartment,South,175.0,46228.84,Santa Catarina,-27.106749,-48.628864
apartment,South,199.0,39925.11,Santa Catarina,-27.160427,-48.50872
apartment,South,129.0,51482.37,Santa Catarina,-26.985996,-48.636383
apartment,South,224.0,49007.23,Santa Catarina,-28.673487,-49.37159
apartment,South,72.0,15466.3,Santa Catarina,-28.682453,-49.372044
apartment,South,137.0,70919.6,Santa Catarina,-26.985996,-48.636383
apartment,South,120.0,51219.71,Santa Catarina,-26.985996,-48.636383
apartment,South,96.0,33621.14,Santa Catarina,-26.985996,-48.636383
house,South,105.0,22317.37,Santa Catarina,-28.1106413372,-48.6614719393
apartment,South,207.0,42509.28,Santa Catarina,-26.9921811,-48.6293876
apartment,South,146.0,40596.36,Santa Catarina,-27.106749,-48.628864
house,South,120.0,17335.9,Santa Catarina,-27.012741,-48.616337
apartment,South,60.0,14971.91,Santa Catarina,-27.595095,-48.570511
apartment,South,62.0,22589.2,Santa Catarina,-26.97504,-48.646408
apartment,South,145.0,86679.51,Santa Catarina,-26.985996,-48.636383
apartment,South,132.0,73020.92,Santa Catarina,-26.966631,-48.636383
apartment,South,100.0,25478.52,Santa Catarina,-27.106749,-48.628864
apartment,South,94.0,24761.65,Santa Catarina,-27.436196,-48.3927344
apartment,South,100.0,26791.85,Santa Catarina,-27.106749,-48.628864
apartment,South,121.0,57786.34,Santa Catarina,-26.966631,-48.636383
apartment,South,94.0,28367.84,Santa Catarina,-27.748068,-48.627838
apartment,South,111.0,14186.28,Santa Catarina,-28.68222,-49.378399
apartment,South,174.0,70907.93,Santa Catarina,-26.985996,-48.636383
apartment,South,74.0,18145.28,Santa Catarina,-26.906555,-48.67617
apartment,South,127.0,64090.3,Santa Catarina,-26.985996,-48.636383
apartment,South,123.0,36710.08,Santa Catarina,-27.106749,-48.628864
apartment,South,127.0,75227.31,Santa Catarina,-26.966631,-48.636383
apartment,South,85.0,31881.96,Santa Catarina,-27.7017488607,-48.4953260422
apartment,South,120.0,44653.08,Santa Catarina,-26.966631,-48.636383
apartment,South,135.0,29943.83,Santa Catarina,-27.106749,-48.628864
