property_type,region,area_m2,price_usd,state,lat,lon
house,South,82.0,17535.08,Rio Grande do Sul,-30.050968,-51.202202
apartment,South,128.0,26515.16,Rio Grande do Sul,-30.034246,-51.213203
apartment,South,91.0,45073.34,Rio Grande do Sul,-30.040466,-51.182224
house,South,111.0,14878.25,Rio Grande do Sul,-30.1567617,-51.1817548
apartment,South,69.0,15560.28,Rio Grande do Sul,-30.1589829,-51.1813661
apartment,South,66.0,20191.91,Rio Grande do Sul,-30.0448,-51.167519
house,South,171.0,22848.74,Rio Grande do Sul,-30.1438901,-51.1641748
apartment,South,83.0,33794.88,Rio Grande do Sul,-30.051098,-51.216896
apartment,South,75.0,47176.0,Rio Grande do Sul,-29.400955,-50.908092
apartment,South,180.0,52073.86,Rio Grande do Sul,-30.031057,-51.154961
apartment,South,98.0,25824.39,Rio Grande do Sul,-29.335586988,-49.731770435
apartment,South,67.0,26515.16,Rio Grande do Sul,-30.032043,-51.178146
apartment,South,150.0,62514.31,Rio Grande do Sul,-30.022842,-51.193993
apartment,South,75.0,23639.87,Rio Grande do Sul,-30.028967,-51.151142
apartment,South,67.0,23752.06,Rio Grande do Sul,-30.006578,-51.1507
apartment,South,70.0,17535.08,Rio Grande do Sul,-30.042011,-51.210697
apartment,South,74.0,25505.57,Rio Grande do Sul,-30.015261,-51.165073
house,South,201.0,21254.64,Rio Grande do Sul,-30.104511,-51.1959848
house,South,65.0,12699.65,Rio Grande do Sul,-30.1511948,-51.1774706
apartment,South,89.0,21717.16,Rio Grande do Sul,-29.6937248,-53.796074
house,South,220.0,23639.87,Rio Grande do Sul,-30.088226,-51.069729
apartment,South,138.0,73493.72,Rio Grande do Sul,-30.032043,-51.178146
apartment,South,71.0,14346.88,Rio Grande do Sul,-30.045994,-51.18853
house,South,239.0,46754.4,Rio Grande do Sul,-30.002295,-51.123158
apartment,South,79.0,23911.47,Rio Grande do Sul,-30.015261,-51.165073
apartment,South,91.0,15759.91,Rio Grande do Sul,-30.055977,-51.208221
house,South,74.0,18597.81,Rio Grande do Sul,-30.077648,-51.206123
apartment,South,131.0,71734.41,Rio Grande do Sul,-30.0225336,-51.2021744
house,South,154.0,33231.63,Rio Grande do Sul,-30.083546,-51.211407
apartment,South,74.0,23902.53,Rio Grande do Sul,-30.060022,-51.167828
apartment,South,66.0,23114.42,Rio Grande do Sul,-30.057297,-51.155926
apartment,South,95.0,36736.35,Rio Grande do Sul,-30.019091,-51.1663542
house,South,219.0,39399.78,Rio Grande do Sul,-30.056164,-51.191223
apartment,South,77.0,26036.93,Rio Grande do Sul,-30.048243,-51.205936
house,South,90.0,20191.91,Rio Grande do Sul,-29.7104326,-53.742095
apartment,South,138.0,46760.21,Rio Grande do Sul,-30.046354,-51.191242
house,South,83.0,12607.93,Rio Grande do Sul,-30.047588,-51.135654
apartment,South,153.0,61107.09,Rio Grande do Sul,-30.03689,-51.199066
apartment,South,86.0,42026.43,Rio Grande do Sul,-30.020874,-51.171539
apartment,South,63.0,21254.64,Rio Grande do Sul,-30.030588,-51.138939
apartment,South,73.0,15781.57,Rio Grande do Sul,-30.0583995,-51.2149671
apartment,South,112.0,23639.87,Rio Grande do Sul,-30.036743,-51.209606
apartment,South,71.0,30951.85,Rio Grande do Sul,-30.103489,-51.253208
apartment,South,64.0,20191.91,Rio Grande do Sul,-30.049839,-51.218689
apartment,South,116.0,41921.36,Rio Grande do Sul,-30.032043,-51.178146
apartment,South,71.0,23471.5,Rio Grande do Sul,-30.038136,-51.188606
house,South,97.0,22317.37,Rio Grande do Sul,-30.1519897,-51.1722142
apartment,South,120.0,75180.6,Rio Grande do Sul,-30.03949,-51.189323
apartment,South,68.0,15887.84,Rio Grande do Sul,-30.047588,-51.135654
apartment,South,123.0,17960.17,Rio Grande do Sul,-30.050968,-51.202202
apartment,South,67.0,24442.83,Rio Grande do Sul,-29.768956,-51.1450793
apartment,South,60.0,22851.87,Rio Grande do Sul,-30.0462803,-51.2204935
apartment,South,81.0,30469.16,Rio Grande do Sul,-30.05175,-51.182068
apartment,South,163.0,29628.63,Rio Grande do Sul,-30.019569,-51.149391
house,South,110.0,20191.91,Rio Grande do Sul,-29.815346,-50.070118
apartment,South,241.0,44758.15,Rio Grande do Sul,-30.043938,-51.191223
apartment,South,98.0,20670.14,Rio Grande do Sul,-29.6842966276,-53.7979231743
apartment,South,77.0,15675.29,Rio Grande do Sul,-29.6892764,-53.8086158
apartment,South,95.0,21254.64,Rio Grande do Sul,-29.6828502,-53.8084055
apartment,South,66.0,14709.25,Rio Grande do Sul,-30.035332,-51.135017
house,South,223.0,34146.47,Rio Grande do Sul,-30.005852,-51.1311
apartment,South,71.0,28002.99,Rio Grande do Sul,-30.008877,-51.156837
apartment,South,71.0,18066.44,Rio Grande do Sul,-30.023745,-51.219398
house,South,101.0,13284.15,Rio Grande do Sul,-30.163448,-51.176823
apartment,South,91.0,23114.42,Rio Grande do Sul,-29.7042688277,-53.724005219
house,South,97.0,16472.34,Rio Grande do Sul,-30.021368,-51.067116
apartment,South,70.0,23911.47,Rio Grande do Sul,-30.031057,-51.154961
apartment,South,58.0,26302.61,Rio Grande do Sul,-30.104361,-51.252487
apartment,South,139.0,44653.08,Rio Grande do Sul,-30.029697,-51.202991
apartment,South,229.0,13284.15,Rio Grande do Sul,-30.0999149,-51.0782826
apartment,South,94.0,30674.04,Rio Grande do Sul,-30.098661,-51.245811
apartment,South,237.0,63763.92,Rio Grande do Sul,-30.023874,-51.133713
apartment,South,88.0,15817.7,Rio Grande do Sul,-29.6871836809,-53.8206873692
apartment,South,70.0,17756.17,Rio Grande do Sul,-29.6951303,-53.8014898
apartment,South,69.0,14075.88,Rio Grande do Sul,-30.0415934,-51.1428597
apartment,South,118.0,25215.86,Rio Grande do Sul,-30.03809,-51.20953
apartment,South,107.0,26266.52,Rio Grande do Sul,-30.041164,-51.198071
apartment,South,72.0,29681.16,Rio Grande do Sul,-30.072315,-51.196423
apartment,South,80.0,17535.08,Rio Grande do Sul,-30.046341,-51.198322
apartment,South,168.0,45963.16,Rio Grande do Sul,-29.772957,-51.140244
house,South,123.0,22636.19,Rio Grande do Sul,-30.088015,-51.237003
house,South,79.0,15356.47,Rio Grande do Sul,-30.055702,-51.146851
house,South,85.0,15497.25,Rio Grande do Sul,-30.13772,-51.213364
apartment,South,81.0,23911.47,Rio Grande do Sul,-30.05607,-51.191494
apartment,South,68.0,26266.52,Rio Grande do Sul,-30.015261,-51.165073
apartment,South,64.0,19437.22,Rio Grande do Sul,-30.015366,-51.193504
apartment,South,68.0,16472.34,Rio Grande do Sul,-30.060946,-51.166382
house,South,159.0,22326.54,Rio Grande do Sul,-30.185879,-51.153313
apartment,South,60.0,14825.11,Rio Grande do Sul,-29.94697,-51.081474
apartment,South,184.0,58450.26,Rio Grande do Sul,-30.033052,-51.188232
apartment,South,87.0,38349.12,Rio Grande do Sul,-30.029264,-51.191223
apartment,South,95.0,36664.25,Rio Grande do Sul,-30.05175,-51.182068
apartment,South,74.0,32465.42,Rio Grande do Sul,-30.055977,-51.208221
apartment,South,110.0,30469.16,Rio Grande do Sul,-30.031038,-51.217381
apartment,South,97.0,39852.45,Rio Grande do Sul,-30.05298,-51.193569
apartment,South,100.0,44653.08,Rio Grande do Sul,-30.022842,-51.193993
apartment,South,65.0,18597.81,Rio Grande do Sul,-30.008984,-51.20121
house,South,197.0,34146.47,Rio Grande do Sul,-30.1519897,-51.1722142
house,South,190.0,19660.54,Rio Grande do Sul,-28.6263932,-53.5788278
apartment,South,79.0,22848.74,Rio Grande do Sul,-30.055332,-51.147655
apartment,South,228.0,68014.84,Rio Grande do Sul,-29.6954064,-53.7983547
apartment,South,61.0,15234.58,Rio Grande do Sul,-30.0986594,-51.2370837
apartment,South,60.0,23062.0,Rio Grande do Sul,-30.050968,-51.202202
apartment,South,68.0,16206.66,Rio Grande do Sul,-29.7050721,-53.8160066
apartment,South,102.0,30553.54,Rio Grande do Sul,-30.068159,-51.229153
house,South,200.0,13133.26,Rio Grande do Sul,-30.0914752,-51.0064394
apartment,South,59.0,25505.57,Rio Grande do Sul,-30.045439,-51.203999
apartment,South,199.0,65666.29,Rio Grande do Sul,-30.031979,-51.233303
house,South,219.0,39399.78,Rio Grande do Sul,-30.002295,-51.123158
apartment,South,92.0,20723.27,Rio Grande do Sul,-30.032816,-51.216465
house,South,159.0,33408.67,Rio Grande do Sul,-30.161753,-51.161156
apartment,South,63.0,25293.02,Rio Grande do Sul,-30.014015,-51.175533
house,South,132.0,14346.88,Rio Grande do Sul,-29.33136,-49.803558
apartment,South,88.0,19962.55,Rio Grande do Sul,-30.023874,-51.133713
apartment,South,64.0,28367.84,Rio Grande do Sul,-30.05298,-51.193569
apartment,South,99.0,22274.01,Rio Grande do Sul,-30.03804,-51.213978
apartment,South,98.0,22636.19,Rio Grande do Sul,-30.046341,-51.198322
house,South,198.0,30889.42,Rio Grande do Sul,-30.130329,-51.229183
apartment,South,70.0,24953.19,Rio Grande do Sul,-30.029264,-51.191223
apartment,South,74.0,28162.39,Rio Grande do Sul,-30.081381,-51.205845
apartment,South,115.0,37195.62,Rio Grande do Sul,-30.038136,-51.188606
apartment,South,61.0,22636.19,Rio Grande do Sul,-30.038136,-51.188606
apartment,South,103.0,37726.98,Rio Grande do Sul,-30.005619,-51.151623
apartment,South,70.0,19699.89,Rio Grande do Sul,-30.0355989,-51.2269285
apartment,South,58.0,39249.37,Rio Grande do Sul,-30.031057,-51.154961
apartment,South,97.0,34538.79,Rio Grande do Sul,-30.021929,-51.191223
house,South,135.0,35197.13,Rio Grande do Sul,-30.005852,-51.1311
apartment,South,64.0,13815.51,Rio Grande do Sul,-30.093275,-51.202991
apartment,South,97.0,36664.25,Rio Grande do Sul,-30.032043,-51.178146
house,South,191.0,84806.01,Rio Grande do Sul,-30.050968,-51.202202
house,South,219.0,27842.51,Rio Grande do Sul,-30.147294,-51.2177114
apartment,South,69.0,15759.91,Rio Grande do Sul,-30.059776,-51.163342
apartment,South,148.0,44653.08,Rio Grande do Sul,-29.999523,-51.15189
apartment,South,71.0,22851.87,Rio Grande do Sul,-30.022842,-51.193993
apartment,South,105.0,47332.26,Rio Grande do Sul,-30.015261,-51.165073
house,South,241.0,27631.03,Rio Grande do Sul,-30.1056334,-51.2199752
house,South,180.0,41712.23,Rio Grande do Sul,-30.00388,-51.162075
house,South,193.0,36773.12,Rio Grande do Sul,-30.128086,-51.218689
apartment,South,75.0,19332.16,Rio Grande do Sul,-30.045074,-51.136372
house,South,82.0,13549.83,Rio Grande do Sul,-29.99622,-51.135017
apartment,South,70.0,13133.26,Rio Grande do Sul,-29.7004034057,-53.7181816862
apartment,South,69.0,17269.39,Rio Grande do Sul,-30.015261,-51.165073
apartment,South,76.0,20457.59,Rio Grande do Sul,-30.014015,-51.175533
apartment,South,73.0,17269.39,Rio Grande do Sul,-29.7093383,-53.7183628
house,South,133.0,20988.96,Rio Grande do Sul,-29.6734298881,-53.8055426497
house,South,151.0,22317.37,Rio Grande do Sul,-30.130054,-51.226753
apartment,South,139.0,39427.35,Rio Grande do Sul,-29.6992724,-53.8104396
apartment,South,161.0,35573.62,Rio Grande do Sul,-29.6808519,-53.8129453
house,South,180.0,42509.28,Rio Grande do Sul,-30.128674,-51.234386
apartment,South,91.0,15409.61,Rio Grande do Sul,-29.694279,-53.8130824
apartment,South,71.0,40171.27,Rio Grande do Sul,-30.039001,-51.18441
apartment,South,95.0,40975.77,Rio Grande do Sul,-30.014015,-51.175533
house,South,101.0,47822.94,Rio Grande do Sul,-30.068159,-51.229153
house,South,100.0,17003.71,Rio Grande do Sul,-29.6969227,-53.8429729
house,South,205.0,63763.92,Rio Grande do Sul,-29.6885298,-53.8107637
house,South,121.0,28693.76,Rio Grande do Sul,-30.038944,-51.218224
apartment,South,66.0,22583.05,Rio Grande do Sul,-29.99622,-51.135017
apartment,South,124.0,30445.0,Rio Grande do Sul,-30.027887,-51.21109
apartment,South,113.0,63564.97,Rio Grande do Sul,-30.022408,-51.182068
apartment,South,71.0,30836.89,Rio Grande do Sul,-30.019091,-51.1663542
house,South,70.0,14878.25,Rio Grande do Sul,-29.7151093633,-53.7849983434
apartment,South,148.0,83527.53,Rio Grande do Sul,-30.022511,-51.161591
apartment,South,84.0,15120.55,Rio Grande do Sul,-29.697925,-53.8174107
house,South,68.0,15707.38,Rio Grande do Sul,-30.161716,-51.202991
apartment,South,114.0,15728.43,Rio Grande do Sul,-29.763352893,-51.1485242844
apartment,South,107.0,34538.79,Rio Grande do Sul,-30.03804,-51.213978
apartment,South,142.0,61107.09,Rio Grande do Sul,-30.021929,-51.191223
apartment,South,79.0,41501.1,Rio Grande do Sul,-30.039001,-51.18441
house,South,186.0,19394.86,Rio Grande do Sul,-29.9141238,-51.197333
apartment,South,123.0,20960.68,Rio Grande do Sul,-30.040146,-51.176842
apartment,South,70.0,20750.55,Rio Grande do Sul,-30.081381,-51.205845
apartment,South,66.0,17861.23,Rio Grande do Sul,-30.0494115,-51.2228844
house,South,101.0,26036.93,Rio Grande do Sul,-30.106512,-51.121956
apartment,South,106.0,25110.79,Rio Grande do Sul,-30.009123,-51.154583
apartment,South,110.0,17861.23,Rio Grande do Sul,-30.041872,-51.215961
apartment,South,57.0,32944.69,Rio Grande do Sul,-30.032043,-51.178146
apartment,South,56.0,14081.2,Rio Grande do Sul,-30.152109,-51.221676
house,South,156.0,46760.21,Rio Grande do Sul,-30.087744,-51.122196
house,South,92.0,39852.45,Rio Grande do Sul,-29.815346,-50.070118
apartment,South,118.0,19447.99,Rio Grande do Sul,-30.039709,-51.209019
apartment,South,107.0,29418.5,Rio Grande do Sul,-30.014015,-51.175533
house,South,178.0,58699.73,Rio Grande do Sul,-30.105209,-51.249218
apartment,South,103.0,39399.78,Rio Grande do Sul,-30.0222107,-51.1795337
apartment,South,144.0,36132.89,Rio Grande do Sul,-30.03548,-51.191505
apartment,South,117.0,23482.27,Rio Grande do Sul,-29.175417,-51.185432
apartment,South,139.0,22317.37,Rio Grande do Sul,-29.6890826,-53.8086526
apartment,South,60.0,19660.54,Rio Grande do Sul,-29.6914375,-53.8268614
house,South,120.0,13815.51,Rio Grande do Sul,-29.784315931,-55.8079397805
house,South,152.0,20723.27,Rio Grande do Sul,-30.039631,-51.119343
apartment,South,81.0,24867.93,Rio Grande do Sul,-30.006578,-51.1507
apartment,South,63.0,12870.59,Rio Grande do Sul,-30.015261,-51.165073
apartment,South,54.0,13815.51,Rio Grande do Sul,-29.7018978,-53.7239333
apartment,South,59.0,20768.6,Rio Grande do Sul,-30.039816,-51.223164
apartment,South,117.0,23911.47,Rio Grande do Sul,-30.029697,-51.202991
apartment,South,109.0,26266.52,Rio Grande do Sul,-30.030441,-51.227158
house,South,106.0,17269.39,Rio Grande do Sul,-30.1622255,-51.1787236
house,South,134.0,38349.12,Rio Grande do Sul,-30.13657,-51.223373
apartment,South,59.0,15759.91,Rio Grande do Sul,-29.374611,-51.1140598
apartment,South,80.0,14183.92,Rio Grande do Sul,-30.079403,-51.209789
apartment,South,66.0,14878.25,Rio Grande do Sul,-30.029697,-51.202991
apartment,South,58.0,22583.05,Rio Grande do Sul,-30.107187,-51.238651
house,South,163.0,23805.19,Rio Grande do Sul,-30.136333,-51.217464
apartment,South,180.0,23858.33,Rio Grande do Sul,-29.6924437,-53.8135143
apartment,South,172.0,33560.33,Rio Grande do Sul,-29.973013,-51.124569
apartment,South,200.0,33828.09,Rio Grande do Sul,-29.1624481354,-51.5171100963
apartment,South,89.0,22848.74,Rio Grande do Sul,-30.019669,-51.200359
apartment,South,90.0,27842.51,Rio Grande do Sul,-30.047504,-51.204636
apartment,Southeast,90.0,46760.21,Rio de Janeiro,-22.929174,-43.231567
house,Southeast,84.0,14709.25,Rio de Janeiro,-22.788343,-42.137508
apartment,Southeast,67.0,40613.29,Rio de Janeiro,-22.930645,-43.240059
apartment,Southeast,84.0,33253.41,Rio de Janeiro,-22.9392834,-43.333138
apartment,Southeast,200.0,77048.07,Rio de Janeiro,-22.888212,-43.361767
apartment,Southeast,170.0,79704.89,Rio de Janeiro,-22.968903,-43.185005
house,Southeast,130.0,25163.32,Rio de Janeiro,-22.931274,-43.348412
apartment,Southeast,67.0,23114.53,Rio de Janeiro,-22.914701,-43.244896
apartment,Southeast,79.0,39399.78,Rio de Janeiro,-22.876587,-42.010117
apartment,Southeast,57.0,18386.56,Rio de Janeiro,-22.9174041,-43.2061855
apartment,Southeast,70.0,36773.12,Rio de Janeiro,-22.906288,-43.099586
apartment,Southeast,80.0,30994.49,Rio de Janeiro,-22.917137,-43.234947
house,Southeast,165.0,33095.81,Rio de Janeiro,-22.9304119,-43.0175565
apartment,Southeast,59.0,17003.71,Rio de Janeiro,-22.917883,-43.372643
apartment,Southeast,59.0,14131.39,Rio de Janeiro,-22.9681736,-43.3907025
apartment,Southeast,190.0,49906.38,Rio de Janeiro,-22.90134,-43.28148
apartment,Southeast,63.0,18911.89,Rio de Janeiro,-22.965425,-43.408985
apartment,Southeast,68.0,22589.2,Rio de Janeiro,-22.962261,-43.421124
house,Southeast,131.0,23114.53,Rio de Janeiro,-22.933952,-42.824596
apartment,Southeast,118.0,55159.69,Rio de Janeiro,-22.927261,-43.232475
apartment,Southeast,110.0,76172.9,Rio de Janeiro,-22.906288,-43.099586
house,Southeast,160.0,18386.56,Rio de Janeiro,-22.788343,-42.137508
house,Southeast,136.0,30469.16,Rio de Janeiro,-22.883171,-43.306526
apartment,Southeast,103.0,43077.09,Rio de Janeiro,-23.00852,-43.45507
apartment,Southeast,107.0,34146.47,Rio de Janeiro,-22.9364601888,-43.340678215
apartment,Southeast,87.0,15234.58,Rio de Janeiro,-22.884321,-43.350475
house,Southeast,130.0,42026.43,Rio de Janeiro,-22.957552,-43.060768
house,Southeast,228.0,34146.47,Rio de Janeiro,-22.897104,-43.255337
apartment,Southeast,70.0,18066.44,Rio de Janeiro,-22.926907,-43.212238
house,Southeast,163.0,31519.82,Rio de Janeiro,-22.9561453,-43.0306533
apartment,Southeast,88.0,22051.69,Rio de Janeiro,-22.939253,-43.341537
apartment,Southeast,57.0,21013.21,Rio de Janeiro,-22.908598,-43.059818
apartment,Southeast,60.0,41977.91,Rio de Janeiro,-22.925213,-43.18095
house,Southeast,170.0,29225.13,Rio de Janeiro,-22.9699008,-43.4792251
apartment,Southeast,99.0,36664.25,Rio de Janeiro,-22.844095,-43.309433
apartment,Southeast,55.0,15497.25,Rio de Janeiro,-22.825464,-43.039841
apartment,Southeast,102.0,34409.14,Rio de Janeiro,-22.92833328,-43.26027679
apartment,Southeast,62.0,13658.59,Rio de Janeiro,-22.895527,-43.266293
house,Southeast,68.0,16810.57,Rio de Janeiro,-22.5273,-41.946396
apartment,Southeast,94.0,66420.75,Rio de Janeiro,-22.962196,-43.178349
apartment,Southeast,76.0,35722.46,Rio de Janeiro,-22.926907,-43.212238
apartment,Southeast,66.0,14878.25,Rio de Janeiro,-22.908083,-43.278721
apartment,Southeast,69.0,41501.1,Rio de Janeiro,-22.95579,-43.183189
apartment,Southeast,58.0,30819.23,Rio de Janeiro,-22.895857,-43.21587
house,Southeast,160.0,84052.86,Rio de Janeiro,-23.0033781,-44.3058783
house,Southeast,110.0,24690.53,Rio de Janeiro,-22.870108,-43.253361
apartment,Southeast,60.0,23377.2,Rio de Janeiro,-23.0211924,-43.4768628
house,Southeast,198.0,57786.34,Rio de Janeiro,-22.935619,-43.324177
apartment,Southeast,191.0,68546.21,Rio de Janeiro,-22.94071,-43.178349
apartment,Southeast,120.0,34146.47,Rio de Janeiro,-22.920301,-43.374775
apartment,Southeast,65.0,32062.09,Rio de Janeiro,-23.007415,-43.322836
apartment,Southeast,85.0,41501.1,Rio de Janeiro,-22.931217,-43.097942
apartment,Southeast,85.0,34538.79,Rio de Janeiro,-23.0253484,-43.4824748
apartment,Southeast,72.0,27842.51,Rio de Janeiro,-22.893747,-43.113453
house,Southeast,130.0,21538.54,Rio de Janeiro,-22.917736,-42.849403
house,Southeast,238.0,55159.69,Rio de Janeiro,-22.9096686,-43.0628843
apartment,Southeast,105.0,34733.93,Rio de Janeiro,-22.930443,-43.32346
house,Southeast,140.0,23911.47,Rio de Janeiro,-22.9161598,-43.3556225
apartment,Southeast,68.0,21013.21,Rio de Janeiro,-22.890429,-43.089886
apartment,Southeast,68.0,25215.86,Rio de Janeiro,-22.973051,-43.377895
apartment,Southeast,76.0,55159.69,Rio de Janeiro,-22.906288,-43.099586
apartment,Southeast,130.0,81033.31,Rio de Janeiro,-22.962952,-43.183189
house,Southeast,143.0,58450.26,Rio de Janeiro,-22.901222,-43.103954
apartment,Southeast,74.0,28893.17,Rio de Janeiro,-23.021433,-43.486507
apartment,Southeast,57.0,18597.81,Rio de Janeiro,-22.893349,-43.286686
apartment,Southeast,59.0,21148.37,Rio de Janeiro,-22.899485,-43.253693
apartment,Southeast,69.0,25478.52,Rio de Janeiro,-22.968031,-43.47411
apartment,Southeast,65.0,30819.23,Rio de Janeiro,-22.919926,-43.190456
house,Southeast,125.0,34007.42,Rio de Janeiro,-22.938816,-43.250439
apartment,Southeast,59.0,14878.25,Rio de Janeiro,-22.852203,-43.305931
apartment,Southeast,85.0,45703.74,Rio de Janeiro,-23.001205,-43.341537
apartment,Southeast,88.0,70919.6,Rio de Janeiro,-22.962952,-43.183189
apartment,Southeast,62.0,22063.87,Rio de Janeiro,-22.930788,-43.355751
apartment,Southeast,120.0,69077.58,Rio de Janeiro,-22.9732084499,-43.1902563915
apartment,Southeast,75.0,24953.19,Rio de Janeiro,-22.919479,-43.255955
apartment,Southeast,129.0,34146.47,Rio de Janeiro,-22.896837,-43.278645
apartment,Southeast,126.0,78642.16,Rio de Janeiro,-22.947811,-43.185612
apartment,Southeast,92.0,39399.78,Rio de Janeiro,-22.914701,-43.244896
house,Southeast,68.0,14878.25,Rio de Janeiro,-22.493223,-41.921738
apartment,Southeast,67.0,26266.52,Rio de Janeiro,-22.898705,-43.043774
apartment,Southeast,82.0,28630.5,Rio de Janeiro,-22.923201,-43.234599
house,Southeast,150.0,23639.87,Rio de Janeiro,-22.8840747,-43.0303599
apartment,Southeast,109.0,31881.96,Rio de Janeiro,-22.835396,-43.310509
house,Southeast,90.0,13133.26,Rio de Janeiro,-22.9520898,-43.3821734
apartment,Southeast,82.0,18597.81,Rio de Janeiro,-22.836164,-43.322224
apartment,Southeast,68.0,57786.34,Rio de Janeiro,-22.99361,-43.233903
apartment,Southeast,70.0,28893.17,Rio de Janeiro,-22.914701,-43.244896
apartment,Southeast,70.0,22063.87,Rio de Janeiro,-22.881121,-42.016003
apartment,Southeast,66.0,77483.39,Rio de Janeiro,-22.975479,-43.206188
apartment,Southeast,157.0,79704.89,Rio de Janeiro,-22.871824,-43.633034
apartment,Southeast,84.0,36132.89,Rio de Janeiro,-22.925699,-43.17659
apartment,Southeast,70.0,57786.34,Rio de Janeiro,-23.004181,-43.36084
apartment,Southeast,68.0,18386.56,Rio de Janeiro,-22.930788,-43.355751
apartment,Southeast,80.0,19437.22,Rio de Janeiro,-22.920301,-43.374775
apartment,Southeast,68.0,15143.93,Rio de Janeiro,-22.824972,-43.330673
apartment,Southeast,64.0,46754.35,Rio de Janeiro,-22.94207,-43.206188
apartment,Southeast,120.0,23639.87,Rio de Janeiro,-22.516495,-41.924618
apartment,Southeast,70.0,26266.52,Rio de Janeiro,-22.956388,-43.375317
apartment,Southeast,90.0,34146.47,Rio de Janeiro,-23.023577,-43.471703
apartment,Southeast,96.0,52533.04,Rio de Janeiro,-22.966091,-43.188034
apartment,Southeast,110.0,47822.94,Rio de Janeiro,-22.925167,-43.230087
apartment,Southeast,89.0,78274.22,Rio de Janeiro,-22.947811,-43.185612
apartment,Southeast,90.0,28893.17,Rio de Janeiro,-22.941095,-43.31498
apartment,Southeast,55.0,15497.25,Rio de Janeiro,-22.941534,-43.357265
apartment,Southeast,55.0,38553.24,Rio de Janeiro,-22.9880454,-43.3108694
apartment,Southeast,70.0,19962.55,Rio de Janeiro,-22.899502,-43.35519
apartment,Southeast,116.0,41501.1,Rio de Janeiro,-22.930645,-43.240059
apartment,Southeast,100.0,55793.43,Rio de Janeiro,-22.9520678,-43.1913155
house,Southeast,168.0,69077.58,Rio de Janeiro,-22.953041,-43.177139
house,Southeast,90.0,21786.0,Rio de Janeiro,-22.983082,-43.496925
apartment,Southeast,112.0,73546.25,Rio de Janeiro,-22.95433,-43.195595
house,Southeast,96.0,22063.87,Rio de Janeiro,-22.814711,-43.38129
apartment,Southeast,84.0,19962.55,Rio de Janeiro,-22.885574,-43.1008
apartment,Southeast,79.0,28162.39,Rio de Janeiro,-22.91893,-43.214657
house,Southeast,156.0,47822.94,Rio de Janeiro,-22.834173,-43.307228
apartment,Southeast,59.0,15940.98,Rio de Janeiro,-22.9350235,-43.3639136
house,Southeast,119.0,28893.17,Rio de Janeiro,-22.922064,-42.817978
apartment,Southeast,77.0,16547.9,Rio de Janeiro,-22.925402,-43.365238
apartment,Southeast,114.0,44548.01,Rio de Janeiro,-22.914701,-43.244896
apartment,Southeast,75.0,18597.81,Rio de Janeiro,-22.937475,-43.36084
apartment,Southeast,93.0,47017.07,Rio de Janeiro,-23.0014976,-43.4233078
house,Southeast,96.0,36773.12,Rio de Janeiro,-22.9223407,-43.2179683
apartment,Southeast,85.0,38086.45,Rio de Janeiro,-22.89905,-43.107021
house,Southeast,155.0,26266.52,Rio de Janeiro,-22.788343,-42.137508
apartment,Southeast,94.0,36720.59,Rio de Janeiro,-22.9310099,-43.3256779
house,Southeast,135.0,22536.67,Rio de Janeiro,-22.9025613,-43.3546546
apartment,Southeast,70.0,15282.85,Rio de Janeiro,-22.849545,-43.255802
apartment,Southeast,153.0,71734.41,Rio de Janeiro,-23.011894,-43.306526
apartment,Southeast,83.0,56735.68,Rio de Janeiro,-22.976887,-43.226757
apartment,Southeast,69.0,23911.47,Rio de Janeiro,-22.893711,-43.274452
apartment,Southeast,167.0,53136.6,Rio de Janeiro,-22.930645,-43.240059
house,Southeast,180.0,35197.13,Rio de Janeiro,-22.827602,-43.058182
apartment,Southeast,119.0,39399.78,Rio de Janeiro,-22.902739,-43.104069
apartment,Southeast,118.0,49906.38,Rio de Janeiro,-22.930645,-43.240059
apartment,Southeast,66.0,30994.49,Rio de Janeiro,-22.914248,-43.090126
house,Southeast,160.0,35985.13,Rio de Janeiro,-22.9383714,-43.0238641
apartment,Southeast,114.0,24690.53,Rio de Janeiro,-22.929165,-43.546272
apartment,Southeast,80.0,23639.87,Rio de Janeiro,-22.904091,-43.104031
apartment,Southeast,69.0,35197.13,Rio de Janeiro,-23.006061,-43.456035
apartment,Southeast,94.0,57387.53,Rio de Janeiro,-22.930391,-43.175323
house,Southeast,120.0,15759.91,Rio de Janeiro,-22.869337,-43.027584
apartment,Southeast,100.0,26568.3,Rio de Janeiro,-22.911106,-43.104572
apartment,Southeast,69.0,23326.97,Rio de Janeiro,-22.844095,-43.309433
apartment,Southeast,97.0,28183.74,Rio de Janeiro,-22.9362033,-43.3354514
apartment,Southeast,159.0,39852.45,Rio de Janeiro,-22.885538,-42.022808
house,Southeast,130.0,28640.62,Rio de Janeiro,-22.943913,-43.352394
apartment,Southeast,82.0,23639.87,Rio de Janeiro,-22.910522,-43.285862
apartment,Southeast,55.0,21254.64,Rio de Janeiro,-22.88158,-42.017021
apartment,Southeast,95.0,60412.99,Rio de Janeiro,-23.000669,-43.392197
apartment,Southeast,74.0,49906.38,Rio de Janeiro,-23.0040543,-43.3247397
house,Southeast,170.0,43602.42,Rio de Janeiro,-22.9576137,-43.0544702
apartment,Southeast,56.0,14446.58,Rio de Janeiro,-22.876141,-43.082607
house,Southeast,89.0,12607.93,Rio de Janeiro,-22.9566225,-42.9478567
